DBN,School_Name,Neighborhood,MeanScore,Leadership_Count,Teacher_Count,Other_Staff_Count,Total_Staff,Male_Teacher_Percentage,Female_Teacher_Percentage,Student_Teacher_Ratio,Leadership_Teacher_Ratio,Support_Staff_Ratio,Avg_Years_Title,Avg_Years_School,Asian_Percent,Black_Percent,Hispanic_Percent,White_Percent,Performance
73K531,SCHOOL FOR HUMAN RIGHTS  THE,East Flatbush - Flatbush,63.055,2.0,15.0,10.0,27.0,33.33333333,66.66666667,5.225925925925925,0.1333333333333333,0.3703703703703703,10.86666666695,3.36666666674,0.0,96.95444444444443,3.045555555555556,0.0,Medium
73K595,BEDFORD ACADEMY HIGH SCHOOL,Bedford Stuyvesant - Crown Heights,80.56611111111111,1.0,23.0,7.0,31.0,30.43478261,69.56521739,2.4033816425120773,0.0434782608695652,0.2258064516129032,14.80869565223,6.99565217396,1.4127777777777777,88.125,9.387222222222222,1.0750000000000002,High
72X558,WESTCHESTER SQUARE ACADEMY,Pelham - Throgs Neck,61.88555555555556,4.0,31.0,10.0,45.0,35.48387097,64.51612903,3.910394265232976,0.1290322580645161,0.2222222222222222,6.36129032261,2.99354838709,3.6333333333333337,25.433888888888887,65.01888888888888,5.913888888888889,Low
71M369,URBAN ASSEMBLY SCHOOL FOR THE PERFORMING ARTS,Central Harlem - Morningside Heights,60.56444444444444,2.0,24.0,8.0,34.0,37.5,62.5,3.2106481481481484,0.0833333333333333,0.2352941176470588,8.7375,4.375,0.0,71.47888888888889,28.52111111111111,0.0,Low
72X439,BRONX HIGH SCHOOL FOR LAW AND COMMUNITY SERVICE,Fordham - Bronx Park,65.74277777777779,3.0,34.0,8.0,45.0,55.88235294,44.11764706,2.872549019607844,0.088235294117647,0.1777777777777777,10.39705882354,6.90882352942,0.0,25.89555555555556,73.54833333333333,0.5561111111111112,Medium
77Q261,VOYAGES PREP - SOUTH QUEENS,Jamaica,64.86666666666667,3.0,19.0,5.0,27.0,47.36842105,52.63157895,2.851973684210526,0.1578947368421052,0.1851851851851851,15.46842105255,6.4263157895,2.34625,78.230625,19.4225,0.0,Medium
09X568,YOUNG WOMEN'S LEADERSHIP SCHOOL OF THE BRONX,Crotona - Tremont,72.61666666666666,3.0,45.0,7.0,55.0,24.44444444,75.55555556,1.613888888888889,0.0666666666666666,0.1272727272727272,7.28666666656,4.6444444444,0.8725,37.770625,61.356875,0.0,High
77Q430,FRANCIS LEWIS HIGH SCHOOL,Fresh Meadows,76.39444444444445,11.0,241.0,72.0,324.0,33.60995851,66.39004149,3.440525587828492,0.0456431535269709,0.2222222222222222,13.10165975106,10.06473029043,59.44388888888889,4.022777777777778,24.195,12.33777777777778,High
71M402,THE URBAN ASSEMBLY SCHOOL FOR GREEN CAREERS,Upper West Side,61.007000000000005,1.0,28.0,6.0,35.0,35.71428571,64.28571429,3.176470588235294,0.0357142857142857,0.1714285714285714,5.3285714284,2.7785714284900003,0.0,26.845294117647057,71.05470588235295,2.099411764705882,Low
73K493,BROOKLYN COLLEGIATE: A COLLEGE BOARD SCHOOL,Bedford Stuyvesant - Crown Heights,61.15801587301587,4.0,36.0,14.0,54.0,55.55555556,44.44444444,2.6597222222222223,0.1111111111111111,0.2592592592592592,7.02222222216,3.73333333332,0.0,87.8475,12.1525,0.0,Low
71M545,HIGH SCHOOL FOR DUAL LANGUAGE AND ASIAN STUDIES,Union Square - Lower East Side,84.81,2.0,23.0,5.0,30.0,43.47826087,56.52173913,3.282608695652174,0.0869565217391304,0.1666666666666666,9.49565217392,6.98260869564,98.93642857142856,0.0,1.0635714285714286,0.0,High
73K569,KURT HAHN EXPEDITIONARY LEARNING SCHOOL,East Flatbush - Flatbush,62.501666666666665,2.0,18.0,7.0,27.0,38.88888889,61.11111111,4.518518518518518,0.1111111111111111,0.2592592592592592,7.68333333331,3.49999999998,0.0,95.85333333333334,4.1466666666666665,0.0,Medium
76K558,WILLIAMSBURG HIGH SCHOOL FOR ARCHITECTURE AND DESI,Greenpoint,71.86522222222222,4.0,34.0,11.0,49.0,41.17647059,58.82352941,3.733564013840831,0.1176470588235294,0.2244897959183673,11.03529411767,8.74705882354,0.0,28.8,66.81764705882354,4.380588235294118,High
72X433,HIGH SCHOOL FOR TEACHING AND THE PROFESSIONS,Fordham - Bronx Park,58.43888888888889,3.0,36.0,11.0,50.0,36.11111111,63.88888889,3.486111111111111,0.0833333333333333,0.22,12.83055555553,7.25555555552,0.0,14.46388888888889,83.75055555555555,1.7855555555555556,Low
77Q744,VOYAGES PREPARATORY,West Queens,66.35472222222222,2.0,17.0,4.0,23.0,52.94117647,47.05882353,1.8823529411764703,0.1176470588235294,0.1739130434782608,13.276470588229998,8.61176470586,0.0,6.717333333333333,93.28266666666669,0.0,Medium
72X557,MOTT HAVEN COMMUNITY HIGH SCHOOL,Hunts Point - Mott Haven,58.846222222222224,3.0,25.0,8.0,36.0,44.0,56.0,2.2425,0.12,0.2222222222222222,13.196,4.324,0.0,25.744375,74.255625,0.0,Low
71M299,THE MAXINE GREENE HS FOR IMAGINATIVE INQUIRY,Upper West Side,60.38344444444445,2.0,14.0,3.0,19.0,50.0,50.0,7.008928571428571,0.1428571428571428,0.1578947368421052,14.25,7.45,0.358125,34.5625,65.07875,0.0,Low
72X267,BRONX LATIN,High Bridge - Morrisania,64.62855555555556,3.0,48.0,13.0,64.0,39.58333333,60.41666667,3.028186274509804,0.0625,0.203125,8.67083333326,5.14375000003,0.0,16.24764705882353,83.75235294117647,0.0,Medium
76K463,CYBERARTS STUDIO ACADEMY,Downtown - Heights - Park Slope,57.928333333333335,2.0,24.0,6.0,32.0,50.0,50.0,2.925925925925926,0.0833333333333333,0.1875,11.15,4.55,5.007222222222222,41.47055555555556,49.83611111111111,3.686111111111112,Low
76K423,BROOKLYN FRONTIERS HIGH SCHOOL,Downtown - Heights - Park Slope,62.31700000000001,3.0,18.0,3.0,24.0,50.0,50.0,1.585185185185185,0.1666666666666666,0.125,9.75,6.15,0.0,81.92399999999999,18.076,0.0,Medium
77Q326,CAMBRIA HEIGHTS ACADEMY,Jamaica,63.06166666666667,3.0,26.0,5.0,34.0,53.84615385,46.15384615,3.418803418803418,0.1153846153846153,0.1470588235294117,7.86923076915,4.4153846154,11.259444444444444,78.36222222222221,10.377777777777778,0.0,Medium
76K559,LIFE ACADEMY HIGH SCHOOL FOR FILM AND MUSIC,Bensonhurst - Bay Ridge,62.59222222222223,2.0,17.0,4.0,23.0,47.05882353,52.94117647,4.545751633986928,0.1176470588235294,0.1739130434782608,13.41176470592,7.80588235296,7.41,30.487777777777776,45.452777777777776,16.648333333333333,Medium
72X270,ACADEMY FOR SCHOLARSHIP AND ENTREPRENEURSHIP: A CO,Northeast Bronx,62.445,3.0,28.0,9.0,40.0,39.28571429,60.71428571,3.5396825396825404,0.1071428571428571,0.225,13.61428571432,7.842857142839999,0.0,73.73444444444445,26.077222222222225,0.1883333333333333,Medium
72X237,THE MARIE CURIE SCHOOL FOR MEDICINE  NURSING  AND,Kingsbridge - Riverdale,60.571666666666665,2.0,25.0,6.0,33.0,52.0,48.0,3.99111111111111,0.08,0.1818181818181818,13.46,7.719999999999999,0.2055555555555555,35.620555555555555,64.17388888888888,0.0,Low
77Q351,ROCKAWAY COLLEGIATE HIGH SCHOOL,Rockaway,57.70277777777778,3.0,25.0,6.0,34.0,40.0,60.0,3.373333333333333,0.12,0.1764705882352941,8.5,4.54,1.1944444444444444,64.09222222222223,32.12722222222222,2.5861111111111112,Low
72X342,INTERNATIONAL SCHOOL FOR LIBERAL ARTS,Fordham - Bronx Park,57.946666666666665,3.0,44.0,7.0,54.0,34.09090909,65.90909091,2.9788961038961044,0.0681818181818181,0.1296296296296296,11.36590909087,6.590909090879999,0.0,0.0,100.0,0.0,Low
73K548,BROOKLYN SCHOOL FOR MUSIC & THEATRE,East Flatbush - Flatbush,60.545,3.0,19.0,6.0,28.0,47.36842105,52.63157895,4.7368421052631575,0.1578947368421052,0.2142857142857142,10.9368421054,5.2368421052,0.0,87.47166666666666,12.528333333333332,0.0,Low
71M555,CENTRAL PARK EAST HIGH SCHOOL,East Harlem,79.18496825396825,3.0,34.0,9.0,46.0,26.47058824,73.52941176,2.6111111111111107,0.088235294117647,0.1956521739130435,10.04117647056,8.26176470584,13.869444444444444,28.75333333333333,57.375,0.0,High
71M304,MOTT HALL HIGH SCHOOL,Central Harlem - Morningside Heights,59.73611111111112,2.0,17.0,6.0,25.0,35.29411765,64.70588235,4.460207612456748,0.1176470588235294,0.24,8.147058823499998,3.105882353,0.2488235294117647,35.81823529411764,63.23,0.7041176470588235,Low
77Q272,GEORGE WASHINGTON CARVER HIGH SCHOOL FOR THE SCIEN,Southeast Queens,63.68833333333333,3.0,26.0,8.0,37.0,34.61538462,65.38461538,4.517094017094017,0.1153846153846153,0.2162162162162162,17.68461538468,7.60769230784,4.357777777777778,79.23333333333333,16.409444444444446,0.0,Medium
72X290,BRONX ACADEMY OF HEALTH CAREERS,Fordham - Bronx Park,61.22277777777777,3.0,26.0,7.0,36.0,34.61538462,65.38461538,4.123931623931624,0.1153846153846153,0.1944444444444444,8.84230769234,5.71538461544,0.8738888888888889,42.68222222222222,56.44388888888889,0.0,Low
71M292,ORCHARD COLLEGIATE ACADEMY,Union Square - Lower East Side,69.75277777777778,2.0,25.0,5.0,32.0,56.0,44.0,1.997647058823529,0.08,0.15625,9.748,5.32,12.06,20.983529411764707,66.95764705882353,0.0,High
77Q460,FLUSHING HIGH SCHOOL,Flushing - Clearview,63.05,9.0,88.0,21.0,118.0,39.77272727,60.22727273000001,5.276515151515151,0.1022727272727272,0.1779661016949152,9.539772727270002,7.678409090890002,16.015555555555554,14.818333333333335,66.73333333333333,2.433333333333333,Medium
77Q314,EPIC HIGH SCHOOL - SOUTH,Southwest Queens,60.73222222222222,3.0,30.0,7.0,40.0,60.0,40.0,3.077777777777777,0.1,0.175,7.039999999999999,1.94,34.585,35.56666666666667,29.33055555555556,0.5177777777777778,Low
71M515,LOWER EAST SIDE PREPARATORY HIGH SCHOOL,Union Square - Lower East Side,68.32444444444444,2.0,36.0,8.0,46.0,27.77777778,72.22222222,3.108024691358024,0.0555555555555555,0.1739130434782608,11.288888888960004,9.27777777788,56.80888888888889,3.822777777777778,39.367777777777775,0.0,High
72X477,MARBLE HILL HIGH SCHOOL FOR INTERNATIONAL STUDIES,Kingsbridge - Riverdale,71.24266666666666,3.0,33.0,10.0,46.0,36.36363636,63.63636363999999,3.117647058823529,0.0909090909090909,0.217391304347826,12.7909090908,8.36363636352,10.800588235294116,12.304117647058822,75.96470588235294,0.9323529411764708,High
77Q425,JOHN BOWNE HIGH SCHOOL,Fresh Meadows,66.99857142857144,13.0,196.0,61.0,270.0,38.26530612,61.73469388,3.741739552964043,0.0663265306122449,0.2259259259259259,12.02704081628,9.2739795918,30.947142857142858,17.823809523809523,47.273809523809526,3.9557142857142855,High
77Q301,ACADEMY FOR CAREERS IN TELEVISION AND FILM,Long Island City - Astoria,74.41544444444445,3.0,47.0,10.0,60.0,44.68085106,55.31914894,2.4142678347934914,0.0638297872340425,0.1666666666666666,7.56170212756,5.90425531908,4.328235294117647,14.82294117647059,64.60588235294118,16.242941176470588,High
76R460,SUSAN E. WAGNER HIGH SCHOOL,Willowbrook,69.69277777777778,14.0,184.0,129.0,327.0,40.2173913,59.7826087,3.563405797101449,0.0760869565217391,0.3944954128440367,12.3652173912,10.1641304347,13.202222222222222,11.777222222222225,35.92611111111111,39.09666666666666,High
73K547,BROOKLYN ACADEMY OF SCIENCE AND THE ENVIRONMENT,East Flatbush - Flatbush,65.46388888888889,2.0,19.0,8.0,29.0,31.578947370000005,68.42105263,5.055727554179566,0.1052631578947368,0.2758620689655172,10.88421052639,7.810526315840001,1.4729411764705882,85.47294117647058,12.435882352941176,0.6170588235294118,Medium
77Q325,HILLSIDE ARTS & LETTERS ACADEMY,Jamaica,67.18222222222222,3.0,29.0,5.0,37.0,17.24137931,82.75862069,3.423371647509578,0.1034482758620689,0.1351351351351351,9.78620689654,5.862068965520001,20.49833333333333,41.431666666666665,38.06777777777778,0.0,High
71M551,URBAN ASSEMBLY NEW YORK HARBOR SCHOOL,Lower Manhattan,71.24622222222222,4.0,41.0,11.0,56.0,60.97560976,39.02439024,2.629573170731707,0.0975609756097561,0.1964285714285714,11.02439024384,5.93902439024,4.709375,20.68125,47.67125,26.93875,High
73K644,EAGLE ACADEMY FOR YOUNG MEN II,Crotona - Tremont,62.830952380952375,6.0,45.0,20.0,71.0,60.0,40.0,1.9766666666666668,0.1333333333333333,0.2816901408450704,7.8,6.92,0.0,64.6195,35.3805,0.0,Medium
72X513,NEW WORLD HIGH SCHOOL,Northeast Bronx,61.42190476190476,3.0,22.0,5.0,30.0,31.81818182,68.18181818,5.577922077922079,0.1363636363636363,0.1666666666666666,11.34090909098,10.90909090916,7.224285714285715,12.394285714285711,74.1152380952381,6.266666666666667,Low
73K412,BROOKLYN COMMUNITY ARTS & MEDIA HIGH SCHOOL (BCAM),Downtown - Heights - Park Slope,59.78722222222222,3.0,48.0,10.0,61.0,41.66666667,58.33333333,3.681712962962964,0.0625,0.1639344262295081,11.0499999999,5.84999999998,0.0,71.33,28.19,0.4794444444444444,Low
10X368,IN-TECH ACADEMY (M.S. / HIGH SCHOOL 368),Kingsbridge - Riverdale,65.4511111111111,5.0,75.0,17.0,97.0,37.33333333,62.666666670000005,2.4585185185185185,0.0666666666666666,0.1752577319587628,12.7800000001,8.57600000002,2.808888888888889,7.191666666666666,87.76333333333334,2.2355555555555555,Medium
28Q167,METROPOLITAN EXPEDITIONARY LEARNING SCHOOL,Jamaica,72.56866666666667,3.0,70.0,17.0,90.0,34.28571429,65.71428571,1.9776785714285716,0.0428571428571428,0.1888888888888888,7.39428571426,5.19142857139,19.4,18.2875,46.370000000000005,15.94125,High
72X250,EXIMIUS COLLEGE PREPARATORY ACADEMY: A COLLEGE BOA,High Bridge - Morrisania,66.9811111111111,3.0,28.0,10.0,41.0,35.71428571,64.28571429,3.2896825396825404,0.1071428571428571,0.2439024390243902,10.89999999988,5.9357142857100005,0.0,25.0,75.0,0.0,Medium
76K519,COBBLE HILL SCHOOL OF AMERICAN STUDIES,Downtown - Heights - Park Slope,59.15722222222221,2.0,26.0,9.0,37.0,46.15384615,53.84615385,5.36965811965812,0.0769230769230769,0.2432432432432432,12.65384615375,6.7076923077,2.1038888888888887,60.31222222222223,37.007777777777775,0.5766666666666667,Low
72X511,BRONX ENVISION ACADEMY,Crotona - Tremont,59.457142857142856,3.0,35.0,9.0,47.0,37.14285714,62.85714286,3.23265306122449,0.0857142857142857,0.1914893617021276,9.89714285722,5.73714285714,0.1623809523809523,30.93428571428572,68.58333333333333,0.320952380952381,Low
73K545,EBC HIGH SCHOOL FOR PUBLIC SERVICE - BUSHWICK,Williamsburg - Bushwick,58.54333333333333,4.0,34.0,13.0,51.0,58.823529410000006,41.17647059,4.027777777777779,0.1176470588235294,0.2549019607843137,7.717647058820001,7.51764705882,0.0,5.97,94.03,0.0,Low
72X442,CELIA CRUZ BRONX HIGH SCHOOL OF MUSIC  THE,Fordham - Bronx Park,69.62944444444445,3.0,32.0,11.0,46.0,46.875,53.125,3.447916666666666,0.09375,0.2391304347826087,11.9,8.7,0.0,23.065,76.77166666666666,0.1633333333333333,High
76K673,EAST BROOKLYN COMMUNITY HIGH SCHOOL,Downtown - Heights - Park Slope,61.96544444444445,2.0,18.0,4.0,24.0,38.88888889,61.11111111,1.6388888888888888,0.1111111111111111,0.1666666666666666,11.50555555559,7.43888888889,0.0,24.685625,75.314375,0.0,Low
73K537,HIGH SCHOOL FOR YOUTH AND COMMUNITY DEVELOPMENT AT,East Flatbush - Flatbush,60.27333333333333,4.0,23.0,14.0,41.0,60.86956522,39.13043478,6.2729468599033815,0.1739130434782608,0.3414634146341463,10.46086956522,5.63478260874,3.395,79.25277777777778,16.279444444444444,1.0744444444444443,Low
71M610,YOUNG WOMEN'S LEADERSHIP SCHOOL,East Harlem,75.44777777777777,3.0,34.0,4.0,41.0,14.70588235,85.29411765,2.261029411764706,0.088235294117647,0.0975609756097561,8.2117647057,6.73235294105,5.085625,27.913125,66.571875,0.43125,High
72X524,CROTONA INTERNATIONAL HIGH SCHOOL,Fordham - Bronx Park,50.15116666666667,3.0,24.0,5.0,32.0,50.0,50.0,5.212121212121212,0.125,0.15625,6.35,3.4,0.0,5.29090909090909,92.83272727272728,1.8772727272727272,Low
71M499,FREDERICK DOUGLASS ACADEMY,Central Harlem - Morningside Heights,63.225,4.0,64.0,18.0,86.0,50.0,50.0,3.2534722222222228,0.0625,0.2093023255813953,14.35,9.0,0.1194444444444444,71.335,27.26888888888889,1.277222222222222,Medium
73K635,OLYMPUS ACADEMY,Canarsie - Flatlands,62.77422222222221,2.0,16.0,5.0,23.0,40.35874439,59.64125561,2.74609375,0.125,0.217391304347826,0.0,0.0,0.0,98.828125,1.171875,0.0,Medium
77Q328,HIGH SCHOOL FOR COMMUNITY LEADERSHIP,Jamaica,76.83666666666666,3.0,29.0,7.0,39.0,41.37931034,58.62068966,2.8659003831417627,0.1034482758620689,0.1794871794871795,9.48620689674,6.34827586218,24.67555555555556,37.38944444444444,35.879444444444445,2.055,High
