DBN,School_Name,Subject,MeanScore,Leadership_Count,Teacher_Count,Other_Staff_Count,Total_Staff,Male_Teachers,Male_Avg_Years_Title,Male_Avg_Years_School,Male_Teacher_Percentage,Female_Teachers,Female_Avg_Years_Title,Female_Avg_Years_School,Female_Teacher_Percentage,Asian,Asian_Percentage,Black_African_American,Black_African_American_Percentage,Hispanic,Hispanic_Percentage,White,White_Percentage,Year,Total Tested,Percent Scoring Below 65,Percent Scoring 65 or Above,Percent Scoring 80 or Above,Asian_Percent,Black_Percent,Hispanic_Percent,White_Percent,latitude,longitude,ZIP Code_x,School Type,School Level,Neighborhood,ZIP Code_y
73K643,BROOKLYN DEMOCRACY ACADEMY,common_core_algebra,52.61000000000001,2.0,14.0,5.0,21.0,7.0,5.7,4.6,50.0,7.0,6.1,1.6,50.0,,,8.0,57.14285714,,,5.0,35.71428571,2019.875,46.6875,68.3825,31.6175,3.69875,0.0,88.190625,11.809375,0.0,40.655644,-73.906662,11212.0,Transfer School,High school,Bedford Stuyvesant - Crown Heights,11212
73K643,BROOKLYN DEMOCRACY ACADEMY,common_core_english,59.085,2.0,14.0,5.0,21.0,7.0,5.7,4.6,50.0,7.0,6.1,1.6,50.0,,,8.0,57.14285714,,,5.0,35.71428571,2019.875,46.6875,68.3825,31.6175,3.69875,0.0,88.190625,11.809375,0.0,40.655644,-73.906662,11212.0,Transfer School,High school,Bedford Stuyvesant - Crown Heights,11212
73K643,BROOKLYN DEMOCRACY ACADEMY,living_environment,54.93,2.0,14.0,5.0,21.0,7.0,5.7,4.6,50.0,7.0,6.1,1.6,50.0,,,8.0,57.14285714,,,5.0,35.71428571,2019.875,46.6875,68.3825,31.6175,3.69875,0.0,88.190625,11.809375,0.0,40.655644,-73.906662,11212.0,Transfer School,High school,Bedford Stuyvesant - Crown Heights,11212
73K644,EAGLE ACADEMY FOR YOUNG MEN II,common_core_algebra,56.89857142857143,6.0,45.0,20.0,71.0,27.0,7.6,6.6,60.0,18.0,8.1,7.4,40.0,,,28.0,62.222222220000006,5.0,11.11111111,8.0,17.77777778,2019.95,88.95,51.046499999999995,48.953500000000005,12.8625,0.0,64.6195,35.3805,0.0,40.845366,-73.897479,10457.0,General Academic,High school,Crotona - Tremont,10457
73K644,EAGLE ACADEMY FOR YOUNG MEN II,common_core_english,70.14,6.0,45.0,20.0,71.0,27.0,7.6,6.6,60.0,18.0,8.1,7.4,40.0,,,28.0,62.222222220000006,5.0,11.11111111,8.0,17.77777778,2019.95,88.95,51.046499999999995,48.953500000000005,12.8625,0.0,64.6195,35.3805,0.0,40.845366,-73.897479,10457.0,General Academic,High school,Crotona - Tremont,10457
73K644,EAGLE ACADEMY FOR YOUNG MEN II,living_environment,61.45428571428572,6.0,45.0,20.0,71.0,27.0,7.6,6.6,60.0,18.0,8.1,7.4,40.0,,,28.0,62.222222220000006,5.0,11.11111111,8.0,17.77777778,2019.95,88.95,51.046499999999995,48.953500000000005,12.8625,0.0,64.6195,35.3805,0.0,40.845366,-73.897479,10457.0,General Academic,High school,Crotona - Tremont,10457
73K646,ASPIRATIONS DIPLOMA PLUS HIGH SCHOOL,common_core_algebra,55.803999999999995,3.0,14.0,5.0,22.0,6.0,8.0,7.1,42.85714286,8.0,20.6,7.2,57.14285714,,,7.0,50.0,,,,,2019.4666666666667,79.73333333333333,61.083999999999996,38.916000000000004,8.047333333333334,0.0,91.48266666666667,8.517333333333333,0.0,40.669561,-73.955188,11225.0,Transfer School,High school,East Flatbush - Flatbush,11225
73K646,ASPIRATIONS DIPLOMA PLUS HIGH SCHOOL,common_core_english,65.272,3.0,14.0,5.0,22.0,6.0,8.0,7.1,42.85714286,8.0,20.6,7.2,57.14285714,,,7.0,50.0,,,,,2019.4666666666667,79.73333333333333,61.083999999999996,38.916000000000004,8.047333333333334,0.0,91.48266666666667,8.517333333333333,0.0,40.669561,-73.955188,11225.0,Transfer School,High school,East Flatbush - Flatbush,11225
73K646,ASPIRATIONS DIPLOMA PLUS HIGH SCHOOL,living_environment,56.298,3.0,14.0,5.0,22.0,6.0,8.0,7.1,42.85714286,8.0,20.6,7.2,57.14285714,,,7.0,50.0,,,,,2019.4666666666667,79.73333333333333,61.083999999999996,38.916000000000004,8.047333333333334,0.0,91.48266666666667,8.517333333333333,0.0,40.669561,-73.955188,11225.0,Transfer School,High school,East Flatbush - Flatbush,11225
73K659,CYPRESS HILLS COLLEGIATE PREPARATORY SCHOOL,common_core_algebra,59.465714285714284,3.0,29.0,9.0,41.0,11.0,7.7,4.9,37.93103448,18.0,7.8,4.8,62.06896551999999,,,6.0,20.68965517,7.0,24.13793103,11.0,37.93103448,2019.95,138.4,56.658,43.3435,8.372,11.101,15.5625,73.12,0.21600000000000003,40.693002,-73.869305,11208.0,General Academic,High school,East New York,11208
73K659,CYPRESS HILLS COLLEGIATE PREPARATORY SCHOOL,common_core_english,60.025,3.0,29.0,9.0,41.0,11.0,7.7,4.9,37.93103448,18.0,7.8,4.8,62.06896551999999,,,6.0,20.68965517,7.0,24.13793103,11.0,37.93103448,2019.95,138.4,56.658,43.3435,8.372,11.101,15.5625,73.12,0.21600000000000003,40.693002,-73.869305,11208.0,General Academic,High school,East New York,11208
73K659,CYPRESS HILLS COLLEGIATE PREPARATORY SCHOOL,living_environment,57.76,3.0,29.0,9.0,41.0,11.0,7.7,4.9,37.93103448,18.0,7.8,4.8,62.06896551999999,,,6.0,20.68965517,7.0,24.13793103,11.0,37.93103448,2019.95,138.4,56.658,43.3435,8.372,11.101,15.5625,73.12,0.21600000000000003,40.693002,-73.869305,11208.0,General Academic,High school,East New York,11208
73K660,W. H. MAXWELL CAREER AND TECHNICAL EDUCATION HIGH,common_core_algebra,59.83166666666667,4.0,46.0,18.0,68.0,13.0,8.5,5.2,28.26086957,33.0,14.4,9.9,71.73913043,8.0,17.39130435,23.0,50.0,6.0,13.04347826,7.0,15.2173913,2019.95,113.3,58.346000000000004,41.654,6.614,0.0,66.452,33.016000000000005,0.5315000000000001,40.673766,-73.895976,11207.0,Career Technical,High school,East New York,11207
