DBN,School_Name,Subject,MeanScore,Leadership_Count,Teacher_Count,Other_Staff_Count,Total_Staff,Male_Teachers,Male_Avg_Years_Title,Male_Avg_Years_School,Male_Teacher_Percentage,Female_Teachers,Female_Avg_Years_Title,Female_Avg_Years_School,Female_Teacher_Percentage,Asian,Asian_Percentage,Black_African_American,Black_African_American_Percentage,Hispanic,Hispanic_Percentage,White,White_Percentage,Year,Total Tested,Percent Scoring Below 65,Percent Scoring 65 or Above,Percent Scoring 80 or Above,Asian_Percent,Black_Percent,Hispanic_Percent,White_Percent,latitude,longitude,ZIP Code_x,School Type,School Level,Neighborhood,ZIP Code_y
02M260,THE CLINTON SCHOOL,common_core_algebra,62.69833333333332,3.0,56.0,11.0,70.0,13.0,9.0,6.2,23.21428571,43.0,8.6,4.1,76.78571429,6.0,10.71428571,5.0,8.928571429,7.0,12.5,36.0,64.28571429,2019.8333333333333,72.38888888888889,38.757777777777775,61.24222222222222,23.378888888888888,0.0,16.718333333333334,83.28166666666667,0.0,40.832508,-73.878191,10472.0,General Academic,High school,Pelham - Throgs Neck,10472
02M260,THE CLINTON SCHOOL,common_core_english,74.01666666666667,3.0,56.0,11.0,70.0,13.0,9.0,6.2,23.21428571,43.0,8.6,4.1,76.78571429,6.0,10.71428571,5.0,8.928571429,7.0,12.5,36.0,64.28571429,2019.8333333333333,72.38888888888889,38.757777777777775,61.24222222222222,23.378888888888888,0.0,16.718333333333334,83.28166666666667,0.0,40.832508,-73.878191,10472.0,General Academic,High school,Pelham - Throgs Neck,10472
02M260,THE CLINTON SCHOOL,living_environment,63.81666666666666,3.0,56.0,11.0,70.0,13.0,9.0,6.2,23.21428571,43.0,8.6,4.1,76.78571429,6.0,10.71428571,5.0,8.928571429,7.0,12.5,36.0,64.28571429,2019.8333333333333,72.38888888888889,38.757777777777775,61.24222222222222,23.378888888888888,0.0,16.718333333333334,83.28166666666667,0.0,40.832508,-73.878191,10472.0,General Academic,High school,Pelham - Throgs Neck,10472
02M413,SCHOOL OF THE FUTURE HIGH SCHOOL,common_core_algebra,70.88142857142857,4.0,51.0,17.0,72.0,22.0,12.0,8.6,43.1372549,29.0,9.4,7.299999999999999,56.8627451,,,7.0,13.7254902,5.0,9.803921569,36.0,70.58823529,2020.0,743.6666666666666,29.472380952380952,70.53,33.74809523809523,42.72380952380953,1.4514285714285715,31.03952380952381,24.786190476190477,40.613041,-74.002308,11214.0,General Academic,High school,Bensonhurst - Bay Ridge,11214
02M413,SCHOOL OF THE FUTURE HIGH SCHOOL,common_core_english,71.01428571428572,4.0,51.0,17.0,72.0,22.0,12.0,8.6,43.1372549,29.0,9.4,7.299999999999999,56.8627451,,,7.0,13.7254902,5.0,9.803921569,36.0,70.58823529,2020.0,743.6666666666666,29.472380952380952,70.53,33.74809523809523,42.72380952380953,1.4514285714285715,31.03952380952381,24.786190476190477,40.613041,-74.002308,11214.0,General Academic,High school,Bensonhurst - Bay Ridge,11214
02M413,SCHOOL OF THE FUTURE HIGH SCHOOL,living_environment,68.78285714285714,4.0,51.0,17.0,72.0,22.0,12.0,8.6,43.1372549,29.0,9.4,7.299999999999999,56.8627451,,,7.0,13.7254902,5.0,9.803921569,36.0,70.58823529,2020.0,743.6666666666666,29.472380952380952,70.53,33.74809523809523,42.72380952380953,1.4514285714285715,31.03952380952381,24.786190476190477,40.613041,-74.002308,11214.0,General Academic,High school,Bensonhurst - Bay Ridge,11214
02M422,QUEST TO LEARN,common_core_algebra,60.403333333333336,3.0,51.0,16.0,70.0,18.0,11.0,6.1,35.29411765,33.0,8.4,4.2,64.70588235,5.0,9.803921569,6.0,11.76470588,6.0,11.76470588,33.0,64.70588235,2019.8235294117646,88.94117647058823,39.86058823529412,60.14058823529412,26.18,5.597647058823529,27.857647058823527,51.262352941176474,15.282352941176471,40.743407,-74.00254,10011.0,General Academic,High school,Chelsea - Clinton,10011
02M422,QUEST TO LEARN,common_core_english,71.49499999999999,3.0,51.0,16.0,70.0,18.0,11.0,6.1,35.29411765,33.0,8.4,4.2,64.70588235,5.0,9.803921569,6.0,11.76470588,6.0,11.76470588,33.0,64.70588235,2019.8235294117646,88.94117647058823,39.86058823529412,60.14058823529412,26.18,5.597647058823529,27.857647058823527,51.262352941176474,15.282352941176471,40.743407,-74.00254,10011.0,General Academic,High school,Chelsea - Clinton,10011
02M422,QUEST TO LEARN,living_environment,68.02799999999999,3.0,51.0,16.0,70.0,18.0,11.0,6.1,35.29411765,33.0,8.4,4.2,64.70588235,5.0,9.803921569,6.0,11.76470588,6.0,11.76470588,33.0,64.70588235,2019.8235294117646,88.94117647058823,39.86058823529412,60.14058823529412,26.18,5.597647058823529,27.857647058823527,51.262352941176474,15.282352941176471,40.743407,-74.00254,10011.0,General Academic,High school,Chelsea - Clinton,10011
02M546,ACADEMY FOR SOFTWARE ENGINEERING,common_core_algebra,64.445,3.0,32.0,13.0,48.0,15.0,8.0,4.1,46.875,17.0,6.0,4.3,53.125,5.0,15.625,,,5.0,15.625,16.0,50.0,2019.6875,113.8125,32.96375,67.0375,27.565,8.689375,25.928125,59.6975,5.684375,40.735361,-73.987064,10003.0,Career Technical,High school,Union Square - Lower East Side,10003
02M546,ACADEMY FOR SOFTWARE ENGINEERING,common_core_english,75.376,3.0,32.0,13.0,48.0,15.0,8.0,4.1,46.875,17.0,6.0,4.3,53.125,5.0,15.625,,,5.0,15.625,16.0,50.0,2019.6875,113.8125,32.96375,67.0375,27.565,8.689375,25.928125,59.6975,5.684375,40.735361,-73.987064,10003.0,Career Technical,High school,Union Square - Lower East Side,10003
02M546,ACADEMY FOR SOFTWARE ENGINEERING,living_environment,69.16,3.0,32.0,13.0,48.0,15.0,8.0,4.1,46.875,17.0,6.0,4.3,53.125,5.0,15.625,,,5.0,15.625,16.0,50.0,2019.6875,113.8125,32.96375,67.0375,27.565,8.689375,25.928125,59.6975,5.684375,40.735361,-73.987064,10003.0,Career Technical,High school,Union Square - Lower East Side,10003
03M860,FREDERICK DOUGLASS ACADEMY II SECONDARY SCHOOL,common_core_algebra,58.205000000000005,3.0,38.0,11.0,52.0,15.0,6.6,2.1,39.47368421,23.0,4.9,3.0,60.52631578999999,6.0,15.78947368,12.0,31.578947370000005,7.0,18.42105263,12.0,31.578947370000005,2019.9411764705883,50.529411764705884,50.85294117647059,49.15294117647059,15.533529411764706,0.0,92.45470588235294,7.545294117647059,0.0,40.665568,-73.912102,11212.0,General Academic,High school,Bedford Stuyvesant - Crown Heights,11212
03M860,FREDERICK DOUGLASS ACADEMY II SECONDARY SCHOOL,common_core_english,70.63666666666667,3.0,38.0,11.0,52.0,15.0,6.6,2.1,39.47368421,23.0,4.9,3.0,60.52631578999999,6.0,15.78947368,12.0,31.578947370000005,7.0,18.42105263,12.0,31.578947370000005,2019.9411764705883,50.529411764705884,50.85294117647059,49.15294117647059,15.533529411764706,0.0,92.45470588235294,7.545294117647059,0.0,40.665568,-73.912102,11212.0,General Academic,High school,Bedford Stuyvesant - Crown Heights,11212
03M860,FREDERICK DOUGLASS ACADEMY II SECONDARY SCHOOL,living_environment,57.852,3.0,38.0,11.0,52.0,15.0,6.6,2.1,39.47368421,23.0,4.9,3.0,60.52631578999999,6.0,15.78947368,12.0,31.578947370000005,7.0,18.42105263,12.0,31.578947370000005,2019.9411764705883,50.529411764705884,50.85294117647059,49.15294117647059,15.533529411764706,0.0,92.45470588235294,7.545294117647059,0.0,40.665568,-73.912102,11212.0,General Academic,High school,Bedford Stuyvesant - Crown Heights,11212
04M372,ESPERANZA PREPARATORY ACADEMY,common_core_algebra,56.66799999999999,3.0,55.0,22.0,80.0,20.0,5.5,3.8,36.36363636,35.0,7.8,3.7,63.63636364,,,6.0,10.90909091,36.0,65.45454545,10.0,18.18181818,2019.6666666666667,123.2,55.68733333333333,44.314,14.251333333333333,0.49,8.245333333333333,91.26533333333333,0.0,40.792556,-73.942285,10029.0,General Academic,High school,East Harlem,10029
04M372,ESPERANZA PREPARATORY ACADEMY,common_core_english,67.236,3.0,55.0,22.0,80.0,20.0,5.5,3.8,36.36363636,35.0,7.8,3.7,63.63636364,,,6.0,10.90909091,36.0,65.45454545,10.0,18.18181818,2019.6666666666667,123.2,55.68733333333333,44.314,14.251333333333333,0.49,8.245333333333333,91.26533333333333,0.0,40.792556,-73.942285,10029.0,General Academic,High school,East Harlem,10029
04M372,ESPERANZA PREPARATORY ACADEMY,living_environment,56.988,3.0,55.0,22.0,80.0,20.0,5.5,3.8,36.36363636,35.0,7.8,3.7,63.63636364,,,6.0,10.90909091,36.0,65.45454545,10.0,18.18181818,2019.6666666666667,123.2,55.68733333333333,44.314,14.251333333333333,0.49,8.245333333333333,91.26533333333333,0.0,40.792556,-73.942285,10029.0,General Academic,High school,East Harlem,10029
06M293,CITY COLLEGE ACADEMY OF THE ARTS,common_core_algebra,71.77000000000001,2.0,40.0,14.0,56.0,14.0,11.0,7.3,35.0,26.0,10.2,7.9,65.0,,,,,14.0,35.0,20.0,50.0,2019.8125,93.125,19.219375,80.780625,36.351875,0.0,1.235625,97.773125,0.99125,40.860951,-73.930082,10040.0,General Academic,High school,Washington Heights - Inwood,10040
06M293,CITY COLLEGE ACADEMY OF THE ARTS,common_core_english,76.94666666666667,2.0,40.0,14.0,56.0,14.0,11.0,7.3,35.0,26.0,10.2,7.9,65.0,,,,,14.0,35.0,20.0,50.0,2019.8125,93.125,19.219375,80.780625,36.351875,0.0,1.235625,97.773125,0.99125,40.860951,-73.930082,10040.0,General Academic,High school,Washington Heights - Inwood,10040
06M293,CITY COLLEGE ACADEMY OF THE ARTS,living_environment,71.62,2.0,40.0,14.0,56.0,14.0,11.0,7.3,35.0,26.0,10.2,7.9,65.0,,,,,14.0,35.0,20.0,50.0,2019.8125,93.125,19.219375,80.780625,36.351875,0.0,1.235625,97.773125,0.99125,40.860951,-73.930082,10040.0,General Academic,High school,Washington Heights - Inwood,10040
06M346,COMMUNITY HEALTH ACADEMY OF THE HEIGHTS,common_core_algebra,68.125,4.0,50.0,10.0,64.0,16.0,12.9,8.7,32.0,34.0,9.4,8.0,68.0,,,5.0,10.0,20.0,40.0,21.0,42.0,2019.6875,110.9375,31.859375,68.140625,25.54875,0.0,7.0175,92.9825,0.0,40.833695,-73.942074,10032.0,General Academic,High school,Washington Heights - Inwood,10032
06M346,COMMUNITY HEALTH ACADEMY OF THE HEIGHTS,common_core_english,73.058,4.0,50.0,10.0,64.0,16.0,12.9,8.7,32.0,34.0,9.4,8.0,68.0,,,5.0,10.0,20.0,40.0,21.0,42.0,2019.6875,110.9375,31.859375,68.140625,25.54875,0.0,7.0175,92.9825,0.0,40.833695,-73.942074,10032.0,General Academic,High school,Washington Heights - Inwood,10032
06M346,COMMUNITY HEALTH ACADEMY OF THE HEIGHTS,living_environment,66.41799999999999,4.0,50.0,10.0,64.0,16.0,12.9,8.7,32.0,34.0,9.4,8.0,68.0,,,5.0,10.0,20.0,40.0,21.0,42.0,2019.6875,110.9375,31.859375,68.140625,25.54875,0.0,7.0175,92.9825,0.0,40.833695,-73.942074,10032.0,General Academic,High school,Washington Heights - Inwood,10032
07X223,THE LABORATORY SCHOOL OF FINANCE AND TECHNOLOGY: X,common_core_algebra,76.8,4.0,53.0,11.0,68.0,19.0,5.9,4.0,35.8490566,34.0,7.5,5.7,64.1509434,,,10.0,18.86792453,20.0,37.73584906,16.0,30.18867925,2019.857142857143,74.64285714285714,22.71,77.28999999999999,34.28142857142857,0.0,7.9399999999999995,92.05999999999999,0.0,40.813612,-73.920851,10454.0,General Academic,High school,Hunts Point - Mott Haven,10454
07X223,THE LABORATORY SCHOOL OF FINANCE AND TECHNOLOGY: X,common_core_english,71.168,4.0,53.0,11.0,68.0,19.0,5.9,4.0,35.8490566,34.0,7.5,5.7,64.1509434,,,10.0,18.86792453,20.0,37.73584906,16.0,30.18867925,2019.857142857143,74.64285714285714,22.71,77.28999999999999,34.28142857142857,0.0,7.9399999999999995,92.05999999999999,0.0,40.813612,-73.920851,10454.0,General Academic,High school,Hunts Point - Mott Haven,10454
07X223,THE LABORATORY SCHOOL OF FINANCE AND TECHNOLOGY: X,living_environment,62.76666666666667,4.0,53.0,11.0,68.0,19.0,5.9,4.0,35.8490566,34.0,7.5,5.7,64.1509434,,,10.0,18.86792453,20.0,37.73584906,16.0,30.18867925,2019.857142857143,74.64285714285714,22.71,77.28999999999999,34.28142857142857,0.0,7.9399999999999995,92.05999999999999,0.0,40.813612,-73.920851,10454.0,General Academic,High school,Hunts Point - Mott Haven,10454
07X625,BRONX LEGACY HIGH SCHOOL,common_core_algebra,58.80833333333334,2.0,16.0,4.0,22.0,5.0,0.6,0.4,31.25,11.0,8.1,0.3,68.75,,,9.0,56.25,,,,,2019.8947368421052,117.63157894736842,52.01315789473684,47.990526315789474,13.891052631578948,1.4210526315789473,30.94105263157895,61.45947368421053,6.18,40.860443,-73.860729,10469.0,General Academic,High school,Northeast Bronx,10469
07X625,BRONX LEGACY HIGH SCHOOL,common_core_english,66.53,2.0,16.0,4.0,22.0,5.0,0.6,0.4,31.25,11.0,8.1,0.3,68.75,,,9.0,56.25,,,,,2019.8947368421052,117.63157894736842,52.01315789473684,47.990526315789474,13.891052631578948,1.4210526315789473,30.94105263157895,61.45947368421053,6.18,40.860443,-73.860729,10469.0,General Academic,High school,Northeast Bronx,10469
07X625,BRONX LEGACY HIGH SCHOOL,living_environment,58.35,2.0,16.0,4.0,22.0,5.0,0.6,0.4,31.25,11.0,8.1,0.3,68.75,,,9.0,56.25,,,,,2019.8947368421052,117.63157894736842,52.01315789473684,47.990526315789474,13.891052631578948,1.4210526315789473,30.94105263157895,61.45947368421053,6.18,40.860443,-73.860729,10469.0,General Academic,High school,Northeast Bronx,10469
08X367,ARCHIMEDES ACADEMY FOR MATH  SCIENCE AND TECHNOLOG,common_core_algebra,63.01166666666666,4.0,52.0,21.0,77.0,18.0,11.1,6.9,34.61538462,34.0,7.800000000000001,5.7,65.38461538,6.0,11.53846154,7.0,13.46153846,10.0,19.23076923,28.0,53.84615385,2019.8333333333333,81.61111111111111,43.74611111111111,56.253888888888895,19.288333333333334,8.242777777777778,27.074444444444445,64.68333333333334,0.0,40.815043,-73.85607,10473.0,General Academic,High school,Pelham - Throgs Neck,10473
08X367,ARCHIMEDES ACADEMY FOR MATH  SCIENCE AND TECHNOLOG,common_core_english,66.92666666666666,4.0,52.0,21.0,77.0,18.0,11.1,6.9,34.61538462,34.0,7.800000000000001,5.7,65.38461538,6.0,11.53846154,7.0,13.46153846,10.0,19.23076923,28.0,53.84615385,2019.8333333333333,81.61111111111111,43.74611111111111,56.253888888888895,19.288333333333334,8.242777777777778,27.074444444444445,64.68333333333334,0.0,40.815043,-73.85607,10473.0,General Academic,High school,Pelham - Throgs Neck,10473
08X367,ARCHIMEDES ACADEMY FOR MATH  SCIENCE AND TECHNOLOG,living_environment,64.455,4.0,52.0,21.0,77.0,18.0,11.1,6.9,34.61538462,34.0,7.800000000000001,5.7,65.38461538,6.0,11.53846154,7.0,13.46153846,10.0,19.23076923,28.0,53.84615385,2019.8333333333333,81.61111111111111,43.74611111111111,56.253888888888895,19.288333333333334,8.242777777777778,27.074444444444445,64.68333333333334,0.0,40.815043,-73.85607,10473.0,General Academic,High school,Pelham - Throgs Neck,10473
08X537,BRONX ARENA HIGH SCHOOL,common_core_algebra,60.8925,2.0,14.0,2.0,18.0,7.0,12.8,6.1,50.0,7.0,13.1,8.0,50.0,,,,,,,7.0,50.0,2019.2857142857142,26.071428571428573,43.61928571428571,56.380714285714284,11.832142857142857,0.0,21.844285714285714,78.1557142857143,0.0,40.820486,-73.881187,10473.0,Transfer School,High school,Pelham - Throgs Neck,10473
08X537,BRONX ARENA HIGH SCHOOL,common_core_english,66.495,2.0,14.0,2.0,18.0,7.0,12.8,6.1,50.0,7.0,13.1,8.0,50.0,,,,,,,7.0,50.0,2019.2857142857142,26.071428571428573,43.61928571428571,56.380714285714284,11.832142857142857,0.0,21.844285714285714,78.1557142857143,0.0,40.820486,-73.881187,10473.0,Transfer School,High school,Pelham - Throgs Neck,10473
08X537,BRONX ARENA HIGH SCHOOL,living_environment,64.805,2.0,14.0,2.0,18.0,7.0,12.8,6.1,50.0,7.0,13.1,8.0,50.0,,,,,,,7.0,50.0,2019.2857142857142,26.071428571428573,43.61928571428571,56.380714285714284,11.832142857142857,0.0,21.844285714285714,78.1557142857143,0.0,40.820486,-73.881187,10473.0,Transfer School,High school,Pelham - Throgs Neck,10473
09X327,COMPREHENSIVE MODEL SCHOOL PROJECT M.S. 327,common_core_algebra,67.39833333333333,4.0,57.0,21.0,82.0,15.0,9.3,6.8,26.31578947,42.0,8.4,5.1,73.68421053,5.0,8.771929825,13.0,22.80701754,20.0,35.0877193,16.0,28.07017544,2019.6875,100.9375,39.585625,60.414375,25.881875,0.0,9.369375,90.630625,0.0,40.842503,-73.916084,10457.0,General Academic,High school,Crotona - Tremont,10457
09X327,COMPREHENSIVE MODEL SCHOOL PROJECT M.S. 327,common_core_english,71.485,4.0,57.0,21.0,82.0,15.0,9.3,6.8,26.31578947,42.0,8.4,5.1,73.68421053,5.0,8.771929825,13.0,22.80701754,20.0,35.0877193,16.0,28.07017544,2019.6875,100.9375,39.585625,60.414375,25.881875,0.0,9.369375,90.630625,0.0,40.842503,-73.916084,10457.0,General Academic,High school,Crotona - Tremont,10457
09X327,COMPREHENSIVE MODEL SCHOOL PROJECT M.S. 327,living_environment,62.16,4.0,57.0,21.0,82.0,15.0,9.3,6.8,26.31578947,42.0,8.4,5.1,73.68421053,5.0,8.771929825,13.0,22.80701754,20.0,35.0877193,16.0,28.07017544,2019.6875,100.9375,39.585625,60.414375,25.881875,0.0,9.369375,90.630625,0.0,40.842503,-73.916084,10457.0,General Academic,High school,Crotona - Tremont,10457
09X568,YOUNG WOMEN'S LEADERSHIP SCHOOL OF THE BRONX,common_core_algebra,71.02799999999999,3.0,45.0,7.0,55.0,11.0,9.1,5.4,24.44444444,34.0,6.7,4.4,75.55555556,,,7.0,15.55555556,10.0,22.22222222,20.0,44.44444444,2019.8125,72.625,21.9125,78.088125,33.49125,0.8725,37.770625,61.356875,0.0,40.848552,-73.909022,10453.0,General Academic,High school,Crotona - Tremont,10453
09X568,YOUNG WOMEN'S LEADERSHIP SCHOOL OF THE BRONX,common_core_english,78.33999999999999,3.0,45.0,7.0,55.0,11.0,9.1,5.4,24.44444444,34.0,6.7,4.4,75.55555556,,,7.0,15.55555556,10.0,22.22222222,20.0,44.44444444,2019.8125,72.625,21.9125,78.088125,33.49125,0.8725,37.770625,61.356875,0.0,40.848552,-73.909022,10453.0,General Academic,High school,Crotona - Tremont,10453
09X568,YOUNG WOMEN'S LEADERSHIP SCHOOL OF THE BRONX,living_environment,68.482,3.0,45.0,7.0,55.0,11.0,9.1,5.4,24.44444444,34.0,6.7,4.4,75.55555556,,,7.0,15.55555556,10.0,22.22222222,20.0,44.44444444,2019.8125,72.625,21.9125,78.088125,33.49125,0.8725,37.770625,61.356875,0.0,40.848552,-73.909022,10453.0,General Academic,High school,Crotona - Tremont,10453
10X225,THEATRE ARTS PRODUCTION COMPANY SCHOOL,common_core_algebra,60.49333333333334,4.0,53.0,16.0,73.0,21.0,11.0,6.3,39.62264151,32.0,9.6,4.7,60.37735848999999,,,12.0,22.64150943,7.0,13.20754717,26.0,49.05660377,2019.8333333333333,101.16666666666667,45.60277777777778,54.39722222222222,17.186666666666667,0.0,22.495,77.505,0.0,40.854257,-73.897404,10457.0,General Academic,High school,Crotona - Tremont,10457
10X225,THEATRE ARTS PRODUCTION COMPANY SCHOOL,common_core_english,70.55833333333334,4.0,53.0,16.0,73.0,21.0,11.0,6.3,39.62264151,32.0,9.6,4.7,60.37735848999999,,,12.0,22.64150943,7.0,13.20754717,26.0,49.05660377,2019.8333333333333,101.16666666666667,45.60277777777778,54.39722222222222,17.186666666666667,0.0,22.495,77.505,0.0,40.854257,-73.897404,10457.0,General Academic,High school,Crotona - Tremont,10457
10X225,THEATRE ARTS PRODUCTION COMPANY SCHOOL,living_environment,61.89333333333334,4.0,53.0,16.0,73.0,21.0,11.0,6.3,39.62264151,32.0,9.6,4.7,60.37735848999999,,,12.0,22.64150943,7.0,13.20754717,26.0,49.05660377,2019.8333333333333,101.16666666666667,45.60277777777778,54.39722222222222,17.186666666666667,0.0,22.495,77.505,0.0,40.854257,-73.897404,10457.0,General Academic,High school,Crotona - Tremont,10457
10X368,IN-TECH ACADEMY (M.S. / HIGH SCHOOL 368),common_core_algebra,58.85166666666667,5.0,75.0,17.0,97.0,28.0,10.9,8.2,37.33333333,47.0,13.9,8.8,62.666666670000005,5.0,6.666666667,17.0,22.66666667,27.0,36.0,24.0,32.0,2019.8333333333333,184.38888888888889,42.653333333333336,57.346666666666664,20.470555555555553,2.808888888888889,7.191666666666666,87.76333333333334,2.2355555555555555,40.877935,-73.913694,10463.0,General Academic,High school,Kingsbridge - Riverdale,10463
10X368,IN-TECH ACADEMY (M.S. / HIGH SCHOOL 368),common_core_english,73.95166666666667,5.0,75.0,17.0,97.0,28.0,10.9,8.2,37.33333333,47.0,13.9,8.8,62.666666670000005,5.0,6.666666667,17.0,22.66666667,27.0,36.0,24.0,32.0,2019.8333333333333,184.38888888888889,42.653333333333336,57.346666666666664,20.470555555555553,2.808888888888889,7.191666666666666,87.76333333333334,2.2355555555555555,40.877935,-73.913694,10463.0,General Academic,High school,Kingsbridge - Riverdale,10463
10X368,IN-TECH ACADEMY (M.S. / HIGH SCHOOL 368),living_environment,63.550000000000004,5.0,75.0,17.0,97.0,28.0,10.9,8.2,37.33333333,47.0,13.9,8.8,62.666666670000005,5.0,6.666666667,17.0,22.66666667,27.0,36.0,24.0,32.0,2019.8333333333333,184.38888888888889,42.653333333333336,57.346666666666664,20.470555555555553,2.808888888888889,7.191666666666666,87.76333333333334,2.2355555555555555,40.877935,-73.913694,10463.0,General Academic,High school,Kingsbridge - Riverdale,10463
12X242,MOTT HALL V,common_core_algebra,61.949999999999996,3.0,58.0,18.0,79.0,18.0,9.0,6.6,31.03448276,40.0,8.8,6.2,68.96551724,,,10.0,17.24137931,20.0,34.48275862,23.0,39.65517241,2019.8947368421052,106.42105263157895,42.04947368421053,57.95157894736842,20.019473684210528,0.8084210526315789,13.826315789473684,85.36473684210527,0.0,40.832508,-73.878191,10472.0,General Academic,High school,Pelham - Throgs Neck,10472
12X242,MOTT HALL V,common_core_english,75.54166666666667,3.0,58.0,18.0,79.0,18.0,9.0,6.6,31.03448276,40.0,8.8,6.2,68.96551724,,,10.0,17.24137931,20.0,34.48275862,23.0,39.65517241,2019.8947368421052,106.42105263157895,42.04947368421053,57.95157894736842,20.019473684210528,0.8084210526315789,13.826315789473684,85.36473684210527,0.0,40.832508,-73.878191,10472.0,General Academic,High school,Pelham - Throgs Neck,10472
12X242,MOTT HALL V,living_environment,60.915,3.0,58.0,18.0,79.0,18.0,9.0,6.6,31.03448276,40.0,8.8,6.2,68.96551724,,,10.0,17.24137931,20.0,34.48275862,23.0,39.65517241,2019.8947368421052,106.42105263157895,42.04947368421053,57.95157894736842,20.019473684210528,0.8084210526315789,13.826315789473684,85.36473684210527,0.0,40.832508,-73.878191,10472.0,General Academic,High school,Pelham - Throgs Neck,10472
19K422,SPRING CREEK COMMUNITY SCHOOL,common_core_algebra,59.74666666666667,4.0,44.0,8.0,56.0,14.0,10.9,4.2,31.81818182,30.0,6.5,2.3,68.18181818,,,22.0,50.0,,,14.0,31.81818182,2019.875,83.0625,51.67625,48.32375,13.1475,0.0,81.939375,18.060625,0.0,40.657266,-73.874064,11239.0,General Academic,High school,Canarsie - Flatlands,11239
19K422,SPRING CREEK COMMUNITY SCHOOL,common_core_english,71.005,4.0,44.0,8.0,56.0,14.0,10.9,4.2,31.81818182,30.0,6.5,2.3,68.18181818,,,22.0,50.0,,,14.0,31.81818182,2019.875,83.0625,51.67625,48.32375,13.1475,0.0,81.939375,18.060625,0.0,40.657266,-73.874064,11239.0,General Academic,High school,Canarsie - Flatlands,11239
19K422,SPRING CREEK COMMUNITY SCHOOL,living_environment,60.29,4.0,44.0,8.0,56.0,14.0,10.9,4.2,31.81818182,30.0,6.5,2.3,68.18181818,,,22.0,50.0,,,14.0,31.81818182,2019.875,83.0625,51.67625,48.32375,13.1475,0.0,81.939375,18.060625,0.0,40.657266,-73.874064,11239.0,General Academic,High school,Canarsie - Flatlands,11239
25Q285,WORLD JOURNALISM PREPARATORY: A COLLEGE BOARD SCHO,common_core_algebra,68.43666666666667,3.0,45.0,17.0,65.0,17.0,12.0,9.0,37.77777778,28.0,11.1,7.3,62.22222221999999,,,,,7.0,15.55555556,30.0,66.66666667,2019.8235294117646,96.3529411764706,21.235882352941175,78.76411764705882,40.215294117647055,13.424117647058821,2.031764705882353,41.77411764705882,42.77058823529412,40.764884,-73.789365,11358.0,General Academic,High school,Flushing - Clearview,11358
25Q285,WORLD JOURNALISM PREPARATORY: A COLLEGE BOARD SCHO,common_core_english,80.11833333333333,3.0,45.0,17.0,65.0,17.0,12.0,9.0,37.77777778,28.0,11.1,7.3,62.22222221999999,,,,,7.0,15.55555556,30.0,66.66666667,2019.8235294117646,96.3529411764706,21.235882352941175,78.76411764705882,40.215294117647055,13.424117647058821,2.031764705882353,41.77411764705882,42.77058823529412,40.764884,-73.789365,11358.0,General Academic,High school,Flushing - Clearview,11358
25Q285,WORLD JOURNALISM PREPARATORY: A COLLEGE BOARD SCHO,living_environment,74.782,3.0,45.0,17.0,65.0,17.0,12.0,9.0,37.77777778,28.0,11.1,7.3,62.22222221999999,,,,,7.0,15.55555556,30.0,66.66666667,2019.8235294117646,96.3529411764706,21.235882352941175,78.76411764705882,40.215294117647055,13.424117647058821,2.031764705882353,41.77411764705882,42.77058823529412,40.764884,-73.789365,11358.0,General Academic,High school,Flushing - Clearview,11358
27Q323,SCHOLARS' ACADEMY,common_core_algebra,85.11166666666666,5.0,73.0,24.0,102.0,16.0,11.4,8.0,21.91780822,57.0,10.6,7.4,78.08219178,,,7.0,9.589041096,10.0,13.69863014,49.0,67.12328767,2019.8235294117646,172.64705882352942,2.8341176470588234,97.16529411764705,84.02941176470588,18.298235294117646,14.551176470588235,17.53058823529412,49.62235294117647,40.584543,-73.825162,11694.0,General Academic,High school,Rockaway,11694
27Q323,SCHOLARS' ACADEMY,common_core_english,89.012,5.0,73.0,24.0,102.0,16.0,11.4,8.0,21.91780822,57.0,10.6,7.4,78.08219178,,,7.0,9.589041096,10.0,13.69863014,49.0,67.12328767,2019.8235294117646,172.64705882352942,2.8341176470588234,97.16529411764705,84.02941176470588,18.298235294117646,14.551176470588235,17.53058823529412,49.62235294117647,40.584543,-73.825162,11694.0,General Academic,High school,Rockaway,11694
27Q323,SCHOLARS' ACADEMY,living_environment,86.805,5.0,73.0,24.0,102.0,16.0,11.4,8.0,21.91780822,57.0,10.6,7.4,78.08219178,,,7.0,9.589041096,10.0,13.69863014,49.0,67.12328767,2019.8235294117646,172.64705882352942,2.8341176470588234,97.16529411764705,84.02941176470588,18.298235294117646,14.551176470588235,17.53058823529412,49.62235294117647,40.584543,-73.825162,11694.0,General Academic,High school,Rockaway,11694
28Q167,METROPOLITAN EXPEDITIONARY LEARNING SCHOOL,common_core_algebra,64.57000000000001,3.0,70.0,17.0,90.0,24.0,7.0,4.6,34.28571429,46.0,7.6,5.5,65.71428571,9.0,12.85714286,10.0,14.28571429,12.0,17.14285714,37.0,52.85714286,2019.8125,138.4375,28.14875,71.855,34.773125,19.4,18.2875,46.370000000000005,15.94125,40.708431,-73.855543,11375.0,General Academic,High school,Jamaica,11375
